# RUN_PARAMS {"alfanat":0.0,"batch":true,"bussola":1,"calore_scal":false,"calore_vett":false,"chi_basc":false,"chi_core":false,"chi_da_spinore":false,"coppia":1.0,"costanti_effettive":{"CS_M":2.0,"GAMMA":0.05,"K_C":2.0,"LAM":0.8,"PHI_CRIT":6.283185307179586,"SCALA_B":1.0},"cs_dinamico":false,"csv":"csv/deparam_probe/diagseal_Yc.csv","da_libera":false,"db_cleanup":false,"db_ogni":600,"denoise":false,"deparam_orologio":true,"diaglog":"csv/deparam_probe/diagseal_Y.csv","diffres":0.0,"dpi":100,"dt":null,"elast_c":null,"fps":20,"frames":0,"gamma":0.05,"giri":1.0,"guscio_morbido":false,"ham":0.0,"kfrange":0.0,"lam":0.8,"leggi_attive":{"CHI_BASC":false,"CHI_CORE":false,"CS_DINAMICO":false,"LS_AZIM":false,"OLON_PART":false,"PAV_COM":false,"PLAST_DIN":false,"POLO_MATURO":false,"REGIME":"deterministico","SPINORE":true,"SPINORE_VIVO":true,"SPIN_FEEDBACK":false,"SPIN_LARMOR":false,"SYNC_UPDATE":true,"TAU_USA_D0":false,"VERLET":false,"VERSO_CHI":false,"VIRIALE":false,"ZETA_LOC":false,"ZETA_VIR":false},"ls_azim":false,"maxnodi":4000000,"mitmax":0,"mupsi":-0.05,"nmasse":2,"nmasse_effettive":2,"nodi":900,"ogni":600,"ogni_effettivo":600,"olon_part":false,"out":null,"passi":600,"passi_effettivi":600,"passi_per_frame":null,"pav_com":false,"plam":1.0,"plast_din":false,"plastmit":0.0,"polo_maturo":false,"regime":null,"scala":1.0,"scuotimento":false,"seed":1,"seed_effettivo":1,"sep":6.0,"sep_effettivo":6.0,"size":null,"solo_materia":false,"spin_feedback":false,"spin_larmor":false,"spin_positivi":false,"spinore_corretto":true,"spinore_vivo":true,"sync":true,"sync_db":"db/deparam_probe/diagseal_Y.pkl","sync_spinore":false,"tau_d0":false,"tauloc":1.0,"tempo_proprio_orientato":false,"test":null,"tw_spinore":false,"verlet":false,"verso_chi":false,"viriale":false,"vista_rete":false,"zeta":0.75,"zeta_loc":false,"zeta_vir":false}
step,n,n_archi,I2_min,I2_max,I2_mean,I2_absmax,r_min,r_max,r_mean,tw_min,tw_max,tw_mean,tw_absmax,phi_min,phi_max,phi_mean,phivel_min,phivel_max,phivel_mean,phivel_absmax,d_min,d_max,d_mean,d0_min,d0_max,d0_mean,eta_min,eta_max,eta_mean,tau_min,tau_max,tau_mean,dmin_nodi,xi_termo,n_naninf,n_I2_grandi,n_lontani,m0_I2pesata,m0_raggio,m0_N,m0_coer,m0_spin,m0_spin_disp,m0_spin_core,m0_spin_core_disp,m0_spin_axis_R,m0_omega_axis_R,m0_spin_core_cv,m0_Mdyn,m0_Mcoh,m0_Rinerzia,m0_Jrot,m0_Jshell_frac,m0_Ncore,m0_Nshell,m0_vort_pos,m0_vort_neg,m0_carica,m0_coer_nucleo,m0_N_nucleo,m0_raggio_nucleo,m0_Lz,m0_Lz_norm,m0_picco_picco,m0_picco_n_dominio,m0_picco_chi,m0_picco_spin,m0_picco_spin_x,m0_picco_spin_y,m0_picco_spin_z,m0_picco_spinor_alpha_re,m0_picco_spinor_alpha_im,m0_picco_spinor_beta_re,m0_picco_spinor_beta_im,m0_picco_coerenza,m0_picco_verso_x,m0_picco_verso_y,m0_picco_verso_z,m1_picco_picco,m1_picco_n_dominio,m1_picco_chi,m1_picco_spin,m1_picco_spin_x,m1_picco_spin_y,m1_picco_spin_z,m1_picco_spinor_alpha_re,m1_picco_spinor_alpha_im,m1_picco_spinor_beta_re,m1_picco_spinor_beta_im,m1_picco_coerenza,m1_picco_verso_x,m1_picco_verso_y,m1_picco_verso_z,n_cicli_topologici,circolazione_topologica_max,circolazione_topologica_media_assoluta,circolazione_topologica_rms,corrente_arco_max,gradiente_rho_arco_media_assoluta,circolazione_topologica_media,olonomia_fase_max,olonomia_fase_media_assoluta,olonomia_fase_rms,berry_spin_max,berry_spin_media_assoluta,berry_spin_rms,berry_spin_media,spin_feedback_arco,spin_cluster_modulo,spin_cluster_omega,spin_neel_modulo,spin_neel_omega,spin_axis_R,ncrit_adattivo,rho_critica,lambda_eff_min,lambda_eff_med,lambda_eff_max,lambda_eff_ratio_med,rho_su_rhoc_max,m1_N,m1_coer,m1_coer_nucleo,m1_spin,m1_Lz,n_masse,coer_01,cosphi_01,Lz_orb_01,dist_01,scala_com,rcom_01,tw_q,tw_disp,sync_rel,d0_disp,rchi_pos,rchi_neg,rchi_ratio,frac_chi_neg,dens_g0,dens_g1,dens_g2,dens_g3,dens_g4,guscio_idx,centro_N,centro_coer,centro_cosphi,guscio_N,guscio_coer,guscio_cosphi,guscio_circ,m0_picco_spin_plus,m0_picco_spin_minus,m0_picco_contrasto,m0_picco_q_x,m0_picco_q_y,m0_picco_q_z,m0_picco_q_modulo,m0_picco_n_plus,m0_picco_n_minus,m1_picco_spin_plus,m1_picco_spin_minus,m1_picco_contrasto,m1_picco_q_x,m1_picco_q_y,m1_picco_q_z,m1_picco_q_modulo,m1_picco_n_plus,m1_picco_n_minus
0,824,138571,0.0,3.813147643264566e-12,3.903651152106264e-14,3.813147643264566e-12,0.4321400097600972,6.764603784988526,5.722251685432105,-9.220169508719097,9.230822106345276,-0.0002611741224564683,9.230822106345276,0.00016920300822390326,12.566347903676304,6.300495347123041,-1.0879596805795027,1.0019483028542497,0.00029984147990706793,1.0879596805795027,0.05713776769883193,2.398412648450444,1.3530527368501915,0.05713776769883193,2.3982799555724954,1.3525065086731267,0.0,0.057905409063317634,0.004402040137753056,1.0,1.0,1.0,0.019165553751225656,-0.12065323818705498,0,0,0,0.0,0.6122909156143452,372,0.9987,-0.02108,0.450489026714531,0.0,0.0,0.0,0.05838523794715927,0.0,3.6220752165544016e-13,2.0306672783945875e-13,0.0003622075216554401,3.3892594185418485e-12,0.0,373,0,0,0,0,0.9989,372,0.6122909156143452,0.0,0.0,80.0,372.0,-5.97e-05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,452.0,372.0,0.0591168,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256,1.0658895338087381e-18,4.42851251419899e-20,1.1418388742075392e-19,1.103053689633036e-18,2.5619947445443543e-15,9.263073684336373e-21,24.72704052422797,7.4938369855137275,9.175529011315895,3.1228123870239974,1.0521367173610394,1.4556624525720783,0.0213867690416528,0.0,0.8962783656327716,0.0,0.0221469290915506,0.0,0.0,621.4857873344093,289.7828177215713,0.6091702876917264,0.609170287691728,0.609170287691728,0.76146285961466,1.3158639539934038e-14,372,0.9988,0.9987,0.02718,0.0,2,0.9975,1.0,0.0,0.0,0.0,0.0,0.00224,1.0,1.25622,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,175.0
1,824,138571,6.245438363364739e-35,3.5543320596776713e-12,3.426596814133215e-14,3.5543320596776713e-12,0.42510047323702227,6.763965028439004,5.722203017758001,-9.227600942193527,8.87943216553957,-0.02478825355494345,9.227600942193527,0.00016740713078989162,12.565786223046853,6.14046939284156,-1.0879596824359532,1.0019483045631468,0.0002998414819834782,1.0879596824359532,0.05713776769883193,2.3984126484505204,1.3530527368501906,0.05713776769883193,2.398370183774887,1.3516380591569215,1.4142115624116159e-08,0.05790542320543326,0.004402054279868679,0.004712183244348633,1.4142040087351107,0.93546824261542,0.019194860355649452,-0.12065326581421752,0,0,0,7.293486347456531e-28,0.6122909226955827,372,0.9956,-0.02188,0.4507575432282959,0.0,0.0,0.0,0.05838523794715928,0.0,3.0498806025826616e-13,-8.805430556032646e-15,0.00030498806025826617,2.853843701689386e-12,0.0028538437016893854,372,1,0,0,0,0.9931,372,0.6122909226955827,-0.001776,-0.0017761740821518046,80.0,372.0,-0.0027353,1.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1.0,452.0,372.0,0.0813361,1.0,0.0,-0.0,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,1.0,256,9.601928827145895e-19,4.642811012341135e-20,1.0601092737333366e-19,9.989678242883343e-19,2.248931046861962e-15,-1.7806749656859852e-21,25.735190055293007,7.504813485623041,9.451498902658612,3.1230855433120333,1.0521392596877104,1.4556606481432677,0.021397464030826048,0.0,0.8962784039821763,2.015791722903953e-07,0.022146739142165157,4.574930718302242e-05,0.0,621.4857873344093,289.7828177215713,0.6091702876917265,0.609170287691728,0.609170287691728,0.76146285961466,1.226550313653427e-14,372,0.9273,0.9081,0.03684,0.05973,2,0.9232,0.9999,-3.138127,0.0,0.0,2.0,0.25548,0.47899,1.25622,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,197.0,175.0
2,824,138571,8.212623844769258e-34,2.763712757848461e-12,3.4152739828249416e-14,2.763712757848461e-12,0.42510046959715747,6.76396502791981,5.72220301819057,-9.227600937504699,9.205680754956145,-0.027310833121217466,9.227600937504699,0.00016202988996054553,12.566182027104416,7.374546470690421,-1.0879596875383062,1.0019483095754806,0.0002998415362123714,1.0879596875383062,0.05713776769883193,2.3984126484505968,1.35305273685019,0.05713776769883193,2.398412648450802,1.3498997456261694,2.8284231248232317e-08,0.05790543734754888,0.004402068421984303,0.00021360178008111852,1.403549519166388,0.6341344325711704,0.019222406592958298,-0.12065329343140667,0,0,0,1.1024016528825553e-27,0.6122909284637201,372,0.9761,-0.02606,0.45094835626727525,0.0,0.0,0.0,0.058385238280544184,0.0,2.6695961603769117e-13,-2.133984216905698e-13,0.00026695961603769117,2.498002765233739e-12,0.0024980027652337384,371,2,0,0,0,0.9639,372,0.6122909284637201,0.003034,0.0030340352956499395,80.0,372.0,-0.014803,1.0,-1e-07,-0.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,-1e-07,-0.0,1.0,452.0,372.0,0.0509566,1.0,0.0,-1e-07,1.0,1.0,0.0,0.0,-0.0,0.0,0.0,-1e-07,1.0,256,8.339226557029967e-19,3.465888478644516e-20,8.734309976789087e-20,8.300831469354508e-19,2.1500966397687582e-15,8.220981104356724e-21,13.753918299689452,5.248327680226081,6.306711107453392,3.123358403468826,1.0521418192939156,1.4556589049684017,0.021408169235595145,0.0,0.8962784429691619,1.9768624248238833e-07,0.02214654391243069,4.641327806155793e-05,0.0,621.4857873344093,289.7828177215713,0.609170287691727,0.609170287691728,0.609170287691728,0.76146285961466,9.537186433544475e-15,372,0.7552,0.7434,0.02703,0.006622,2,0.8065,0.9192,0.01147,0.0,0.0,2.0,0.26802,0.93474,1.25622,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,186.0,186.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,197.0,175.0
3,824,138571,3.060789980261797e-16,4.820096209192308e-11,1.4665171732378823e-11,4.820096209192308e-11,0.42510026632087383,6.7639650276362175,5.722203016827633,-9.341674448988686,9.394654544569494,-0.05444808646423393,9.394654544569494,0.0008428775467788389,12.566346810218185,8.149530705303567,-1.092722569098013,1.0019659530663523,0.0006391254049745817,1.092722569098013,0.05713776748622912,2.3984157262887176,1.3530527444011544,0.05713776769744951,2.3984157262887176,1.346629098749136,4.7150116674734565e-05,0.07204736386809864,0.013756750848138504,3.793461464063341e-05,1.3484281918644676,0.6056993420503567,0.019248328437047258,-0.1401656213130965,0,0,0,7.589342827614458e-09,0.6172667393331724,372,0.9146,-0.03542,0.4530712593133733,-0.05290191682133518,0.45527632965712006,0.9999822249528045,0.0589375808284368,1.1084139760880487,8.305770306862416e-09,7.589355208927942e-09,1.0943973602779455,2.9039768081605726e-09,0.031066428077365888,366,7,0,0,0,0.9146,372,0.6172667393331724,0.284093,0.2840929323735095,111.0,372.0,-0.1063209,0.9999831,2.99e-05,-0.0002768,0.999983,1.0,0.0001755,1.47e-05,-0.0001384,0.9203774,2.99e-05,-0.0002768,1.0,783.0,372.0,0.525985,0.9999828,3.1e-05,-0.0001963,0.9999828,1.0,-0.0002429,1.62e-05,-9.8e-05,0.7850373,3.1e-05,-0.0001963,1.0,256,6.624462949098867e-18,3.0493405526408614e-19,7.990200646559655e-19,6.624694764727414e-18,9.904832910469167e-12,9.162019827225145e-20,20.49156004796627,5.444916257574494,6.644615033293754,3.107143023452139,0.9522494683784535,1.237968470478158,-0.007089863707736073,0.0,0.906604117783445,0.005509648382232895,0.024349239592679518,0.45502316866958037,0.9877277344912708,621.4858038645822,289.7828254291652,0.6091702876917072,0.6091702876917218,0.609170287691728,0.7614628596146522,1.663347785381621e-13,372,0.7965,0.7965,0.02639,1.098455,2,0.7287,0.432,-0.017983,12.114,6.0572,2.0,0.28592,0.87381,1.2546,0.27246,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.1266,-0.7592,42,0.1093,-0.9806,-1.0,0.9999863,0.9999805,2.9e-06,-5.95e-05,-0.0001772,-0.1063163,0.1063164,186.0,186.0,0.9999808,0.9999892,-4.2e-06,-7.31e-05,-0.0001039,0.5259729,0.5259729,197.0,175.0
4,824,138571,1.7274332105683255e-14,5.814365153958634e-10,1.0524344116857947e-10,5.814365153958634e-10,0.4250994777473624,6.763965028612737,5.722203010708433,-9.337569439891526,9.340821296009436,-0.09520400395998113,9.340821296009436,0.0007075288965364291,12.566021592349866,8.162923003633681,-1.0928092035703612,1.0069537418102328,0.0007086375293878723,1.0928092035703612,0.05713776749666907,2.3984239506210554,1.353052708679351,0.06984314700506851,2.397821494041944,1.3418906918667726,0.002939086682136777,0.08539134247638216,0.019906784688985296,6.835974395347222e-05,1.3034618528946338,0.5641464757616033,0.019272747790413918,-0.15918398421017033,0,0,0,7.537479172081692e-09,0.6127494287542938,372,0.8622,-0.04036,0.4530841049979367,-0.044652467037454804,0.4504616806907008,0.9876530020387273,0.050085699276798866,1.0873175331258185,9.164925372962482e-09,7.537371615664734e-09,1.2159312078915208,3.473263659852573e-09,0.10692547454874274,348,25,0,0,0,0.8622,372,0.6127494287542938,-0.166975,-0.16697503868349206,154.0,372.0,-0.1068257,0.9960777,-0.0256496,0.0029208,0.9957431,0.9999142,-0.0003261,-0.0130035,0.0015364,0.8794021,-0.0257506,0.0029323,0.9996641,823.0,372.0,0.3067191,0.9758013,0.0041837,0.0316203,0.9752799,0.9998585,-0.0044625,0.0021331,0.0160764,0.723591,0.0042875,0.0324045,0.9994656,256,2.769131112108698e-17,1.1406657215010033e-18,2.7620409900387475e-18,5.769723161480008e-17,6.144221660448374e-11,-1.5498755526514767e-19,21.135158143831227,5.366111461827618,6.645900274595095,3.1121656844811807,1.1016576867878005,1.3991103723919092,0.11473753876873777,0.0,0.8883482458886746,0.018931763548925184,0.03311693081913566,0.7183686893989911,0.9742517268354595,621.485813779834,289.7828300523918,0.6091702876914776,0.6091702876917122,0.609170287691728,0.7614628596146402,2.0064560598388167e-12,372,0.6966,0.6966,0.0423,-0.266174,2,0.6008,-0.2143,0.001486,12.07,6.0349,2.0,0.29868,0.80386,1.25358,0.26458,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0833,-0.27,43,0.0415,-0.2398,1.0,0.995691,0.9963972,-0.0003545,0.0048514,0.0016134,-0.1066722,0.1067947,186.0,186.0,0.9808882,0.9662846,0.0074999,0.0004868,0.0164416,0.3055555,0.3059979,197.0,175.0
5,824,138571,2.5944176310865082e-14,3.185999273157649e-09,4.982655393888198e-10,3.185999273157649e-09,0.42509752804369066,6.763965028431754,5.722202998829525,-9.401425409714829,9.104750082658914,-0.15282681615265692,9.401425409714829,0.00022516084887460024,12.564954620549361,8.018915990179933,-1.092920888909705,1.0127267712276864,0.0007599785377745351,1.092920888909705,0.057137768506692464,2.3984301967539,1.3530529840861543,0.08610647566533478,2.3974860544920458,1.334004221305241,0.003022251563063425,0.09645681750822986,0.025864763171913958,0.00041134706316425795,1.3556049336141567,0.5968145106955144,0.019295833939377977,-0.17767203034280932,0,0,0,7.980330510375691e-09,0.6155753163475614,372,0.8147,-0.04179,0.4529700600099502,-0.04647772753261297,0.44380328118190127,0.7966902170543997,0.8663703637203999,1.0670573575770446,1.0862046569569147e-08,7.988676783888743e-09,1.3596803154529054,4.335622772217669e-09,0.15680913353155085,339,34,0,0,0,0.8147,372,0.6155753163475614,-0.05821,-0.05821007040081505,154.0,372.0,-0.1433334,0.8822698,0.0014695,0.0155503,0.8821315,0.9981985,0.002993,0.0589103,0.0109726,0.8366627,0.0016656,0.0176254,0.9998433,823.0,372.0,0.2522747,0.3288592,-0.0422152,0.1527591,-0.2881508,-0.4950663,0.0093272,0.0234144,-0.8684896,0.6872172,-0.1283687,0.4645123,-0.8762133,256,1.1828521806217514e-17,1.2801047211845359e-18,2.3578763291606003e-18,9.114240709066666e-16,2.329449956933723e-10,-3.5489306744580644e-19,22.674877985127367,5.99257202221156,7.28783720081776,3.1225588304595777,0.9775737222475361,1.321729910240009,-0.04989351598884373,0.0,0.31198369414422294,0.1721140184332674,0.10128729175444273,1.8590672111335012,0.2793241096093306,621.4858145608779,289.78283041657244,0.6091702876903564,0.6091702876917111,0.609170287691728,0.7614628596146389,1.0994437691762722e-11,372,0.6404,0.6404,0.0726,-0.132586,2,0.5219,-0.313,-0.001147,11.993,5.9967,2.0,0.30993,0.68772,1.25264,0.24763,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.0409,0.9734,43,0.0633,0.9997,4.0,0.9488327,0.8324904,0.0653123,-0.0019984,0.0083047,-0.0696486,0.0701705,186.0,186.0,0.4691962,0.1015544,0.6441372,-0.0261502,0.143743,-0.2144845,0.2595178,197.0,175.0
6,824,138571,2.1807529545355823e-16,9.97904423089793e-09,1.6329134618880315e-09,9.97904423089793e-09,0.4250938951805725,6.763965024938768,5.7222029838172,-9.267932873688675,9.407166484123357,-0.1724792633615791,9.407166484123357,0.0005822475548593088,12.56564069278476,7.773168506483779,-1.0929441258746049,1.0199186990170053,0.0008007481585212241,1.0929441258746049,0.05713782735052346,2.3984527560267472,1.3530530267112206,0.08892718695167685,2.3965694224411123,1.3178256206548224,0.0036807292363020515,0.10657231018816248,0.031896489029738885,0.00026598654005138833,1.413524832433077,0.8890101810115704,0.019317737116907582,-0.19565610609725037,0,0,0,8.527497343910147e-09,0.6183574695363114,372,0.7858,-0.04238,0.4537914287463467,-0.044129646500403796,0.44306828539127296,0.8545803584774445,0.6237085021644112,1.0639390080411624,1.1633425811481587e-08,8.549270154185554e-09,1.3607507543537025,4.669493972691467e-09,0.09650319669636725,338,36,0,0,0,0.7858,372,0.6183574695363114,-0.00618,-0.006179532127231768,154.0,372.0,-0.1449344,0.8475734,0.004445,0.006866,0.847534,0.99936,0.0047171,0.030147,0.0186697,0.8067733,0.0052444,0.0081008,0.9999534,823.0,372.0,0.1923172,0.053949,0.0114452,-0.0342125,-0.0401124,0.3583173,-0.0125306,0.2602834,0.8964955,0.6685016,0.2121486,-0.634164,-0.7435247,256,1.3551277759195527e-16,2.3252817183410724e-18,1.1609133897792096e-17,5.672907618722351e-15,7.024874785412985e-10,-8.587864448658898e-20,18.950125184633606,5.835911923739356,7.11268371409549,3.126740839779895,1.195817588296376,1.500668774041658,-0.013158547122397848,0.0,0.4469316906600719,0.2420870531735937,0.032362022032297426,0.46972475967073807,0.04304424398507812,621.485815448288,289.7828308303489,0.6091702876874321,0.6091702876917101,0.609170287691728,0.7614628596146376,3.443628527716358e-11,372,0.6161,0.6161,0.07516,-0.045164,2,0.4846,-0.3179,0.000361,11.971,5.9855,2.0,0.32547,0.63292,1.25184,0.21372,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.1158,0.5938,43,0.1012,0.8975,3.0,0.8994137,0.8114867,0.0513922,-0.0483269,0.0146985,-0.0800321,0.0946397,186.0,186.0,0.0551255,0.0761002,-0.1598371,-0.0072071,0.0221979,-0.024368,0.0337415,197.0,175.0
7,824,138571,1.130148020014168e-14,2.4178560727550532e-08,4.178464817518681e-09,2.4178560727550532e-08,0.42508453391464196,6.763964880867519,5.722202973113357,-9.356050578965613,9.339068423372002,-0.18279403505927477,9.356050578965613,0.002051340897647691,12.557507868523533,7.595725865228673,-1.0939371122993335,1.0280642245325051,0.0007371195485851139,1.0939371122993335,0.057144643891846016,2.39854428347059,1.3530557293136325,0.08892869732299338,2.3951025757802653,1.2791219735400865,0.0070474180115840095,0.12063781737264628,0.03995501327597208,0.0006960137683565959,1.4141692210054992,0.845609941999324,0.019338605717824867,-0.2129247859381857,0,0,0,2.4366335629435132e-08,0.6351911297664475,372,0.7209,-0.04732,0.45783473280247367,-0.0743450065970303,0.4420817792307722,0.6536919420638171,0.7906036278991522,1.0537401720041788,3.309829878197598e-08,2.447540530445105e-08,1.3523085060396032,1.2560410506631098e-08,0.10686451408091935,332,43,0,0,0,0.7209,372,0.6351911297664475,-0.019561,-0.01956134454866576,154.0,372.0,-0.2130443,0.6031445,-0.1060682,-0.0712296,0.5894566,0.9626627,-0.0012216,-0.260814,-0.072492,0.7883397,-0.1758587,-0.1180971,0.9773059,823.0,372.0,0.1750517,0.0318302,-0.002917,-0.0046047,-0.03136,-0.1813707,-0.1859444,0.8657901,0.4277111,0.655239,-0.0916435,-0.1446634,-0.9852279,256,1.578410588018236e-16,5.778812368150297e-18,1.4480948261510274e-17,2.7968949962787572e-14,1.7729455074392575e-09,2.252063259814544e-19,16.803010305446,5.972396413494559,7.089090807253428,3.1206403607580135,0.9673299708468965,1.2544808816658282,0.04321833478483934,0.0,0.3948289004871324,0.23879432842945217,0.053949712805343525,0.9858074226693195,0.02212861848549787,621.4858354846591,289.78284017279276,0.6091702876813192,0.6091702876916754,0.609170287691728,0.7614628596145941,8.343682708449284e-11,372,0.6085,0.6085,0.07495,-5.8e-05,2,0.44,-0.3668,0.002091,11.875,5.9374,2.0,0.34012,0.65973,1.25052,0.16317,0.9847,0.9663,0.9813,0.4915,4.1292,1.9748,0.8618,0.4104,14.183,3.4348,80,0.1781,0.3265,43,0.0966,0.67,-1.0,0.7106313,0.5497474,0.1276473,0.0871596,0.080071,-0.030611,0.1222506,186.0,186.0,0.0500128,0.0216874,0.3950543,0.01384,-0.0063399,-0.025337,0.0295584,197.0,175.0
8,828,138576,0.0,4.0813749108547246e-08,7.459039567220864e-09,4.0813749108547246e-08,0.40359781797905,6.776324485211171,5.721467455888234,-9.356679332503523,9.355036592509094,-0.1707540069971004,9.356679332503523,0.007092861953507673,12.558780404902278,7.584493117099118,-1.1001761336254625,1.03436567692671,0.0014453895467037058,1.1001761336254625,0.057193730556101684,2.3987555817869475,1.349195808196918,0.0701542380621677,2.3876332115929966,1.2261560053144145,0.0,0.1347776589038975,0.049446632722952,0.008527982407548262,1.4139830598078382,0.9231483703625332,2.4800838228696507e-12,-0.2289578940304729,0,0,0,2.407838175001391e-07,0.616997243976912,376,0.7243,-0.04329,0.46179557154517187,-0.06405717901590088,0.45553591333676746,0.06120893759581476,0.8309534232689332,1.0801670652354676,3.2078291304572535e-07,2.410016651211355e-07,1.331040235280072,1.2330059635201825e-07,0.08065913018695912,341,37,0,0,0,0.7243,376,0.616997243976912,-0.099205,-0.09920497263924477,154.0,372.0,-0.1641767,0.0753526,0.0671229,-0.004636,0.033927,-0.2077471,0.0964627,0.9733959,0.0060379,0.7919024,0.8907842,-0.0615243,0.4502425,823.0,372.0,0.1687351,0.0494339,0.0140747,0.0456309,-0.0127841,-0.1356809,0.2978831,0.4463679,-0.8328338,0.6626361,0.2847179,0.923069,-0.2586103,256,4.368716931272112e-16,1.1592799837090281e-17,3.617640835016495e-17,4.040524665836085e-14,3.317138807995161e-09,-2.648635052598548e-18,36.23277900918061,10.129169248325745,13.018265279102772,3.1340668121004036,1.373466996737046,1.6778483654432383,0.1504425537051195,0.0,0.023743009614562213,1.3808680848387673,0.026256350946462725,0.3182325638604949,0.036864321465709726,621.4859404156462,289.7828890994098,0.6091702876741578,0.6091702876911951,0.609170287691728,0.7614628596139938,1.408425088016364e-10,372,0.6037,0.6037,0.07314,-0.027542,2,0.4378,-0.3894,-0.002684,11.984,5.992,2.0,0.35989,0.68093,1.25319,0.17668,0.9848,0.9663,0.9813,0.4915,4.1302,1.9753,0.8619,0.3591,14.3059,3.4637,80,0.181,0.0266,43,0.0409,-0.0955,-0.0,0.1227232,0.0499873,0.4211434,0.03321,-0.000216,-0.0131572,0.035722,187.0,185.0,0.0764257,0.0459465,0.2490696,-0.0154096,0.0436699,0.0114148,0.0476951,197.0,175.0
9,862,138622,0.0,7.173287763025298e-08,1.3095814478488985e-08,7.173287763025298e-08,0.2588582197034779,7.005906110072414,5.7162039788496255,-9.393015090866214,9.397342167193829,-0.17560662686422873,9.397342167193829,0.0015291953104712356,12.56329128716366,7.5019272191775475,-1.1056222044332062,1.0422533547466046,0.002504249559341326,1.1056222044332062,0.05729416094227213,2.399143188369424,1.3224338585648514,0.05,2.373896370171447,1.1214434214147742,0.0,0.14890589440513663,0.05645349680896602,0.002987715325700302,1.413809763343267,0.9004015317011544,4.172840051026908e-13,-0.24358331952390688,0,0,0,9.105299699088784e-07,0.5999779693257398,410,0.6092,-0.03845,0.4652930546103878,-0.08944590878566755,0.4606399146626001,0.09602017430494135,0.7980331001535322,1.1051278557906694,1.1713691750167596e-06,9.105329628077378e-07,1.2864654250459007,4.444371390364079e-07,0.07729824696308189,341,70,0,0,0,0.6092,410,0.5999779693257398,0.028507,0.028506939080337634,154.0,372.0,-0.1872525,0.1266331,0.0689018,0.0235054,0.1036147,-0.5976115,0.1840918,0.709234,0.3255115,0.8167033,0.5441054,0.1856178,0.818227,823.0,372.0,0.1732684,0.0370131,0.0093743,-0.0354609,0.0049611,-0.2174955,0.7534205,-0.5318572,0.3196579,0.6661243,0.2532694,-0.9580651,0.134037,256,2.8535360285418157e-16,1.3279146520144512e-17,2.7207834644753616e-17,1.2925637700221334e-13,5.99618756945334e-09,-2.387920406441348e-18,48.88937723429576,12.569940697802924,17.486052341904987,3.1063886651980086,1.1409786572074294,1.4345021659324084,-0.15731790169555837,0.0,0.04197288839587367,1.1737549565443568,0.01942929435293278,1.5360322265655946,0.03180181279578273,621.4860751022235,289.7829519002923,0.609170287660847,0.6091702876898444,0.609170287691728,0.7614628596123054,2.4754001972805713e-10,372,0.6071,0.6071,0.06979,0.016449,2,0.3699,-0.4181,-0.001552,12.057,6.0286,2.0,0.37072,0.68245,1.29166,0.19964,0.9852,0.9658,0.9802,0.4907,4.2403,1.8657,0.7463,2.6654,12.3252,2.9067,80,0.0778,-0.7471,43,0.1324,-0.7368,2.0,0.134263,0.1617851,-0.0929652,0.0024914,0.053561,-0.0740957,0.0914613,189.0,183.0,0.0981967,0.0760506,0.1270961,-0.0164595,-0.0751527,-0.036394,0.085108,197.0,175.0
